"agency","survey_char","collection_date","depth_bottom","fish_id","StationCode","SampleDate","MethodCode","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","Secchi","WaterTemp","SpecificConductance","TurbidityNTU","DO","CommonName","ForkLength","SpecialStudy","FishComments","Count"
"usfws","edsm",2018-09-26,NA,"E127","19-09-LSSC05",2018-09-26,"KDTR",38.36571,38.36666,-121.63369,-121.63339,0.319999992847443,20.7000007629395,388.299987792969,40.5,7.94,"Delta Smelt",44,"DOP",NA,1
"usfws","edsm",2018-09-26,NA,"E128","19-09-LSSC05",2018-09-26,"KDTR",38.36571,38.36666,-121.63369,-121.63339,0.319999992847443,20.7000007629395,388.299987792969,40.5,7.94,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E129","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E130","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E131","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E132","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",44,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E133","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",41,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E134","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",51,"DOP",NA,1
"usfws","edsm",2018-09-27,NA,"E135","19-09-LSSC02",2018-09-27,"KDTR",38.39446,38.39548,-121.62037,-121.62015,0.389999985694885,20.7999992370605,431.299987792969,33.4000015258789,8.53,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-10-04,NA,"E136","19-10-LSSC01",2018-10-04,"KDTR",38.39103,38.39296,-121.62215,-121.62129,0.379999995231628,20.6000003814697,509,21.8999996185303,7.71,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2018-10-04,NA,"E137","19-10-LSSC01",2018-10-04,"KDTR",38.39103,38.39296,-121.62215,-121.62129,0.379999995231628,20.6000003814697,509,21.8999996185303,7.71,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2018-10-04,NA,"E138","19-10-LSSC01",2018-10-04,"KDTR",38.39103,38.39296,-121.62215,-121.62129,0.379999995231628,20.6000003814697,509,21.8999996185303,7.71,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2018-10-04,NA,"E139","19-10-LSSC01",2018-10-04,"KDTR",38.39103,38.39296,-121.62215,-121.62129,0.379999995231628,20.6000003814697,509,21.8999996185303,7.71,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E140","19-11-LSSC06",2018-10-09,"KDTR",38.42856,38.42947,-121.60428,-121.60366,0.189999997615814,19.3999996185303,560,65.1999969482422,7.79,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E141","19-11-LSSC03",2018-10-09,"KDTR",38.40889,38.41002,-121.61349,-121.61263,0.189999997615814,19.3999996185303,531,78.1999969482422,8.1,"Delta Smelt",55,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E142","19-11-LSSC03",2018-10-09,"KDTR",38.41033,38.41168,-121.6127,-121.61189,0.189999997615814,19.3999996185303,543,71,7.61,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E143","19-12-LSSC03",2018-10-17,"KDTR",38.45602,38.45418,-121.59135,-121.5924,0.370000004768372,18.2999992370605,538,36.2000007629395,8.86,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E144","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E145","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",55,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E146","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E147","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E148","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E149","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2018-11-07,NA,"E191","19-15-SM01",2018-11-07,"KDTR",38.17657,38.17676,-122.01153,-122.01077,0.400000005960464,16.8999996185303,8411,30.1000003814697,7.58,"Delta Smelt",61,"DOP",NA,1
"usfws","edsm",2018-11-08,NA,"E192","19-15-SM04",2018-11-08,"KDTR",38.19297,38.19188,-122.03911,-122.03764,0.330000013113022,16.2999992370605,10741,52.0999984741211,5.06,"Delta Smelt",61,"DOP",NA,1
"usfws","edsm",2018-11-26,NA,"E193","19-18-SM02",2018-11-26,"KDTR",38.2088,38.21218,-122.03384,-122.03495,0.25,12.6000003814697,10239,51.7999992370605,4.81,"Delta Smelt",60,"DOP",NA,1
"usfws","edsm",2018-09-17,NA,"E307","19-08-LSR02",2018-09-17,"KDTR",38.06926,38.06925,-121.83233,-121.83245,0.439999997615814,19.5,1493,19.7999992370605,7.83,"Delta Smelt",60,"DOP",NA,1
"usfws","edsm",2018-09-17,NA,"E308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E315","19-08-LSR02",2018-09-17,"KDTR",38.06896,38.06831,-121.831,-121.83118,0.46000000834465,19.6000003814697,1701,23.2999992370605,7.93,"Delta Smelt",62,"DOP",NA,1
"usfws","edsm",2018-09-17,NA,"E316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-17,NA,"E319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-24,NA,"E320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-10-09,NA,"E321","19-11-LSR01",2018-10-09,"KDTR",38.05896,38.05913,-121.80859,-121.81002,0.949999988079071,18.7000007629395,4065,16.1000003814697,7.75,"Delta Smelt",60,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E322","19-11-LSR01",2018-10-09,"KDTR",38.05896,38.05913,-121.80859,-121.81002,0.949999988079071,18.7000007629395,4065,16.1000003814697,7.75,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E323","19-11-LSR01",2018-10-09,"KDTR",38.05896,38.05913,-121.80859,-121.81002,0.949999988079071,18.7000007629395,4065,16.1000003814697,7.75,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-09,NA,"E324","19-11-LSR01",2018-10-09,"KDTR",38.05896,38.05913,-121.80859,-121.81002,0.949999988079071,18.7000007629395,4065,16.1000003814697,7.75,"Delta Smelt",60,"DOP",NA,1
"usfws","edsm",2018-10-29,NA,"E325","19-14-LSR03",2018-10-29,"KDTR",38.06586,38.06587,-121.8169,-121.81784,0.769999980926514,17.2000007629395,6838,11.8999996185303,8.5,"Delta Smelt",62,"DOP",NA,1
"usfws","edsm",2018-10-30,NA,"E326","19-14-LSR02",2018-10-30,"KDTR",38.08758,38.08666,-121.74522,-121.74659,0.469999998807907,17,2606,24.6000003814697,9.77,"Delta Smelt",61,"DOP",NA,1
"usfws","edsm",2018-11-29,NA,"E395","19-18-LSR03",2018-11-29,"KDTR",38.06257,38.06295,-121.8063,-121.8071,0.949999988079071,13.1999998092651,6312,14,9.31,"Delta Smelt",64,"DOP",NA,1
"usfws","edsm",2018-11-29,NA,"E396","19-18-LSR03",2018-11-29,"KDTR",38.06309,38.06387,-121.80712,-121.80872,0.810000002384186,13.1999998092651,6475,17,9.2,"Delta Smelt",61,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E397","19-12-LSSC04",2018-10-17,"KDTR",38.38681,38.38503,-121.62414,-121.62487,0.340000003576279,18.5,347.899993896484,42.4000015258789,8.72,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E398","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E399","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E400","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E401","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E402","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E403","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E404","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E405","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-17,NA,"E406","19-12-LSSC04",2018-10-17,"KDTR",38.38463,38.38248,-121.6249,-121.62617,0.28999999165535,18.1000003814697,337.700012207031,49.2000007629395,8.18,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-10-31,NA,"E407","19-14-LSSC03",2018-10-31,"KDTR",38.47029,38.46866,-121.58522,-121.58606,0.400000005960464,17.1000003814697,678,32.4000015258789,7.82,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-10-31,NA,"E408","19-14-USSC01",2018-10-31,"KDTR",38.48587,38.48316,-121.58484,-121.5847,0.509999990463257,17.3999996185303,739,20.7000007629395,8.26,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2018-11-01,NA,"E409","19-14-LSSC06",2018-11-01,"KDTR",38.41402,38.41684,-121.61146,-121.61032,0.340000003576279,16.8999996185303,580,20.7000007629395,8.27,"Delta Smelt",57,"DOP",NA,1
"usfws","edsm",2018-11-01,NA,"E410","19-14-LSSC06",2018-11-01,"KDTR",38.41402,38.41684,-121.61146,-121.61032,0.340000003576279,16.8999996185303,580,20.7000007629395,8.27,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2018-11-01,NA,"E411","19-14-LSSC06",2018-11-01,"KDTR",38.41402,38.41684,-121.61146,-121.61032,0.340000003576279,16.8999996185303,580,20.7000007629395,8.27,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2018-11-01,NA,"E412","19-14-LSSC06",2018-11-01,"KDTR",38.41402,38.41684,-121.61146,-121.61032,0.340000003576279,16.8999996185303,580,20.7000007629395,8.27,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2018-11-07,NA,"E413","19-15-LSSC01",2018-11-07,"KDTR",38.44,38.44102,-121.59948,-121.59886,0.360000014305115,16.3999996185303,494,26.7000007629395,8.26,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2018-11-07,NA,"E414","19-15-LSSC01",2018-11-07,"KDTR",38.44097,38.44234,-121.59861,-121.59813,0.370000004768372,16.5,519,31.3999996185303,8.48,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2018-11-21,NA,"E416","19-17-LSSC02",2018-11-21,"KDTR",38.44977,38.44804,-121.59469,-121.59582,0.349999994039536,12.6000003814697,488,40.2000007629395,8.7,"Delta Smelt",55,"DOP",NA,1
"usfws","edsm",2018-08-14,NA,"E297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-13,NA,"E298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-02,NA,"E299","18-49-CF01",2018-07-02,"KDTR",38.04543,38.04526,-121.90461,-121.90685,0.469999998807907,21.2999992370605,5601,44.9000015258789,7.06,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2018-07-02,NA,"E300","18-49-CF02",2018-07-02,"KDTR",38.06759,38.06707,-121.84529,-121.84564,0.579999983310699,21.1000003814697,4735,36.0999984741211,7.17,"Delta Smelt",40,"DOP",NA,1
"usfws","edsm",2018-08-13,NA,"E301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-22,NA,"E302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-22,NA,"E303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-22,NA,"E304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-22,NA,"E305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-22,NA,"E306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-09,NA,"E150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-17,NA,"E184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-17,NA,"E185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-20,NA,"E186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-20,NA,"E187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-21,NA,"E188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-06,NA,"E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-07,NA,"E190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-05,NA,"E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-05,NA,"E65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-05,NA,"E66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-05,NA,"E67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-09,NA,"E68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-18,NA,"E69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-19,NA,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-23,NA,"E71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-07-23,NA,"E72","18-52-LSSC05",2018-07-23,"KDTR",38.42087,38.41892,-121.60776,-121.6089,0.360000014305115,24.1000003814697,708,33.0999984741211,7.97,"Delta Smelt",44,"DOP/L",NA,1
"usfws","edsm",2018-07-24,NA,"E73","18-52-LSSC03",2018-07-24,"KDTR",38.30199,38.30354,-121.65461,-121.65429,0.490000009536743,23.2999992370605,266,28.2999992370605,7.19,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2018-07-24,NA,"E74","18-52-LSSC03",2018-07-24,"KDTR",38.30199,38.30354,-121.65461,-121.65429,0.490000009536743,23.2999992370605,266,28.2999992370605,7.19,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2018-07-24,NA,"E75","18-52-LSSC03",2018-07-24,"KDTR",38.30199,38.30354,-121.65461,-121.65429,0.490000009536743,23.2999992370605,266,28.2999992370605,7.19,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2018-07-24,NA,"E76","18-52-LSSC03",2018-07-24,"KDTR",38.30296,38.30415,-121.6542,-121.65405,0.449999988079071,23.2999992370605,275.299987792969,29.2000007629395,7.23,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2018-08-01,NA,"E77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-01,NA,"E78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-01,NA,"E79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-01,NA,"E80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-08,NA,"E81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-08,NA,"E82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-14,NA,"E83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-14,NA,"E84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-14,NA,"E85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-14,NA,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-14,NA,"E87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-20,NA,"E88","19-04-LSSC03",2018-08-20,"KDTR",38.39844,38.39693,-121.6186,-121.61896,0.219999998807907,22.6000003814697,580,49.9000015258789,7.98,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2018-08-20,NA,"E89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-20,NA,"E90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-08-27,NA,"E97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-10,NA,"E98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2018-09-10,NA,"E99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-03,NA,"E417","19-49-LSSC03",2019-07-03,"KDTR",38.46482,38.46631,-121.5879,-121.587,0.689999997615814,23.1000003814697,835,28,6.97,"Delta Smelt",40,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E418","19-49-LSSC03",2019-07-03,"KDTR",38.46526,38.46665,-121.58754,-121.58689,0.670000016689301,23.2000007629395,849,26.3999996185303,7.1,"Delta Smelt",40,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E419","19-49-LSSC01",2019-07-03,"KDTR",38.35681,38.35851,-121.6373,-121.63687,0.569999992847443,22.5,566,36.5,7.68,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E420","19-49-LSSC01",2019-07-03,"KDTR",38.35681,38.35851,-121.6373,-121.63687,0.569999992847443,22.5,566,36.5,7.68,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E421","19-49-LSSC01",2019-07-03,"KDTR",38.35681,38.35851,-121.6373,-121.63687,0.569999992847443,22.5,566,36.5,7.68,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E422","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E423","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E424","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",42,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E425","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E426","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",42,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E427","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E428","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E429","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E430","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E431","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",42,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E432","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E433","19-49-LSSC01",2019-07-03,"KDTR",38.35814,38.35875,-121.6369,-121.6367,0.490000009536743,22.3999996185303,576,37.7000007629395,7.71,"Delta Smelt",43,"DOP",NA,1
